cnty,name,price,state
lincoln-county-nv,Lincoln County,161950,NV
lyon-county-nv,Lyon County,316869,NV
mineral-county-nv,Mineral County,89470,NV
nye-county-nv,Nye County,262614,NV
pershing-county-nv,Pershing County,145940,NV
storey-county-nv,Storey County,345468,NV
washoe-county-nv,Washoe County,453483,NV
white-pine-county-nv,White Pine County,145126,NV
carson-city-nv,Carson City,382938,NV
albany-county-ny,Albany County,250897,NY
allegany-county-ny,Allegany County,82069,NY
bronx-county-ny,Bronx County,307765,NY
broome-county-ny,Broome County,131475,NY
cattaraugus-county-ny,Cattaraugus County,88048,NY
cayuga-county-ny,Cayuga County,144447,NY
chautauqua-county-ny,Chautauqua County,115624,NY
chemung-county-ny,Chemung County,108604,NY
chenango-county-ny,Chenango County,113275,NY
clinton-county-ny,Clinton County,155338,NY
columbia-county-ny,Columbia County,290983,NY
cortland-county-ny,Cortland County,138218,NY
delaware-county-ny,Delaware County,161473,NY
dutchess-county-ny,Dutchess County,355645,NY
erie-county-ny,Erie County,203775,NY
essex-county-ny,Essex County,162498,NY
franklin-county-ny,Franklin County,119026,NY
fulton-county-ny,Fulton County,128111,NY
genesee-county-ny,Genesee County,148261,NY
greene-county-ny,Greene County,236432,NY
hamilton-county-ny,Hamilton County,219061,NY
herkimer-county-ny,Herkimer County,122176,NY
jefferson-county-ny,Jefferson County,150734,NY
kings-county-ny,Kings County,675172,NY
lewis-county-ny,Lewis County,133409,NY
livingston-county-ny,Livingston County,156447,NY
madison-county-ny,Madison County,152069,NY
monroe-county-ny,Monroe County,180118,NY
montgomery-county-ny,Montgomery County,125183,NY
nassau-county-ny,Nassau County,615159,NY
new-york-county-ny,New York County,927734,NY
niagara-county-ny,Niagara County,169992,NY
oneida-county-ny,Oneida County,156961,NY
onondaga-county-ny,Onondaga County,172967,NY
ontario-county-ny,Ontario County,201417,NY
orange-county-ny,Orange County,312885,NY
orleans-county-ny,Orleans County,118455,NY
oswego-county-ny,Oswego County,133693,NY
otsego-county-ny,Otsego County,160646,NY
putnam-county-ny,Putnam County,402049,NY
queens-county-ny,Queens County,546776,NY
rensselaer-county-ny,Rensselaer County,219435,NY
richmond-county-ny,Richmond County,569203,NY
rockland-county-ny,Rockland County,509668,NY
st.-lawrence-county-ny,St. Lawrence County,83657,NY
saratoga-county-ny,Saratoga County,304937,NY
schenectady-county-ny,Schenectady County,203350,NY
schoharie-county-ny,Schoharie County,155102,NY
schuyler-county-ny,Schuyler County,153804,NY
seneca-county-ny,Seneca County,132021,NY
steuben-county-ny,Steuben County,113429,NY
suffolk-county-ny,Suffolk County,614078,NY
sullivan-county-ny,Sullivan County,204982,NY
tioga-county-ny,Tioga County,144008,NY
tompkins-county-ny,Tompkins County,235774,NY
ulster-county-ny,Ulster County,301516,NY
warren-county-ny,Warren County,236271,NY
washington-county-ny,Washington County,171215,NY
wayne-county-ny,Wayne County,149982,NY
westchester-county-ny,Westchester County,672215,NY
wyoming-county-ny,Wyoming County,132860,NY
yates-county-ny,Yates County,175122,NY
adams-county-oh,Adams County,107739,OH
allen-county-oh,Allen County,133437,OH
ashland-county-oh,Ashland County,152141,OH
ashtabula-county-oh,Ashtabula County,118289,OH
athens-county-oh,Athens County,124889,OH
auglaize-county-oh,Auglaize County,153615,OH
belmont-county-oh,Belmont County,115416,OH
brown-county-oh,Brown County,146076,OH
butler-county-oh,Butler County,214321,OH
carroll-county-oh,Carroll County,146200,OH
champaign-county-oh,Champaign County,152401,OH
clark-county-oh,Clark County,132681,OH
clermont-county-oh,Clermont County,221718,OH
clinton-county-oh,Clinton County,137693,OH
columbiana-county-oh,Columbiana County,111208,OH
coshocton-county-oh,Coshocton County,122282,OH
crawford-county-oh,Crawford County,87294,OH
cuyahoga-county-oh,Cuyahoga County,160211,OH
darke-county-oh,Darke County,149974,OH
defiance-county-oh,Defiance County,131614,OH
delaware-county-oh,Delaware County,368466,OH
erie-county-oh,Erie County,161632,OH
fairfield-county-oh,Fairfield County,247478,OH
fayette-county-oh,Fayette County,127803,OH
franklin-county-oh,Franklin County,227110,OH
fulton-county-oh,Fulton County,161886,OH
gallia-county-oh,Gallia County,117112,OH
geauga-county-oh,Geauga County,260648,OH
greene-county-oh,Greene County,206716,OH
guernsey-county-oh,Guernsey County,113759,OH
hamilton-county-oh,Hamilton County,196295,OH
hancock-county-oh,Hancock County,167136,OH
hardin-county-oh,Hardin County,118240,OH
harrison-county-oh,Harrison County,100361,OH
henry-county-oh,Henry County,142276,OH
highland-county-oh,Highland County,119580,OH
hocking-county-oh,Hocking County,144913,OH
holmes-county-oh,Holmes County,234192,OH
huron-county-oh,Huron County,124884,OH
jackson-county-oh,Jackson County,96087,OH
jefferson-county-oh,Jefferson County,87907,OH
knox-county-oh,Knox County,169679,OH
lake-county-oh,Lake County,178452,OH
lawrence-county-oh,Lawrence County,112457,OH
licking-county-oh,Licking County,222928,OH
logan-county-oh,Logan County,157721,OH
lorain-county-oh,Lorain County,172884,OH
lucas-county-oh,Lucas County,122283,OH
madison-county-oh,Madison County,199049,OH
mahoning-county-oh,Mahoning County,114041,OH
marion-county-oh,Marion County,109189,OH
medina-county-oh,Medina County,248185,OH
meigs-county-oh,Meigs County,79951,OH
mercer-county-oh,Mercer County,174657,OH
miami-county-oh,Miami County,182020,OH
monroe-county-oh,Monroe County,113651,OH
montgomery-county-oh,Montgomery County,138069,OH
morgan-county-oh,Morgan County,106886,OH
morrow-county-oh,Morrow County,175308,OH
muskingum-county-oh,Muskingum County,130381,OH
noble-county-oh,Noble County,113820,OH
ottawa-county-oh,Ottawa County,188214,OH
paulding-county-oh,Paulding County,98964,OH
perry-county-oh,Perry County,114647,OH
pickaway-county-oh,Pickaway County,201039,OH
pike-county-oh,Pike County,116148,OH
portage-county-oh,Portage County,192707,OH
preble-county-oh,Preble County,149866,OH
putnam-county-oh,Putnam County,163233,OH
richland-county-oh,Richland County,127228,OH
ross-county-oh,Ross County,136524,OH
sandusky-county-oh,Sandusky County,130314,OH
scioto-county-oh,Scioto County,89467,OH
seneca-county-oh,Seneca County,117246,OH
shelby-county-oh,Shelby County,155138,OH
stark-county-oh,Stark County,155775,OH
summit-county-oh,Summit County,163774,OH
trumbull-county-oh,Trumbull County,112122,OH
tuscarawas-county-oh,Tuscarawas County,140374,OH
union-county-oh,Union County,287253,OH
van-wert-county-oh,Van Wert County,110023,OH
vinton-county-oh,Vinton County,91435,OH
warren-county-oh,Warren County,285319,OH
washington-county-oh,Washington County,136310,OH
wayne-county-oh,Wayne County,188850,OH
williams-county-oh,Williams County,117667,OH
wood-county-oh,Wood County,188226,OH
wyandot-county-oh,Wyandot County,114009,OH
adair-county-ok,Adair County,75912,OK
alfalfa-county-ok,Alfalfa County,70194,OK
atoka-county-ok,Atoka County,114825,OK
beaver-county-ok,Beaver County,108547,OK
beckham-county-ok,Beckham County,102147,OK
blaine-county-ok,Blaine County,64288,OK
bryan-county-ok,Bryan County,121301,OK
caddo-county-ok,Caddo County,78396,OK
canadian-county-ok,Canadian County,185066,OK
carter-county-ok,Carter County,98255,OK
cherokee-county-ok,Cherokee County,116393,OK
choctaw-county-ok,Choctaw County,65050,OK
cimarron-county-ok,Cimarron County,143173,OK
cleveland-county-ok,Cleveland County,183124,OK
coal-county-ok,Coal County,88100,OK
comanche-county-ok,Comanche County,104480,OK
cotton-county-ok,Cotton County,72673,OK
craig-county-ok,Craig County,111174,OK
creek-county-ok,Creek County,123819,OK
custer-county-ok,Custer County,122326,OK
delaware-county-ok,Delaware County,168895,OK
dewey-county-ok,Dewey County,93328,OK
ellis-county-ok,Ellis County,70764,OK
garfield-county-ok,Garfield County,91782,OK
garvin-county-ok,Garvin County,75323,OK
grady-county-ok,Grady County,140661,OK
grant-county-ok,Grant County,71552,OK
greer-county-ok,Greer County,44101,OK
harmon-county-ok,Harmon County,35518,OK
harper-county-ok,Harper County,75503,OK
haskell-county-ok,Haskell County,90872,OK
hughes-county-ok,Hughes County,69646,OK
jackson-county-ok,Jackson County,67233,OK
jefferson-county-ok,Jefferson County,41588,OK
johnston-county-ok,Johnston County,89758,OK
kay-county-ok,Kay County,68581,OK
kingfisher-county-ok,Kingfisher County,138018,OK
kiowa-county-ok,Kiowa County,44513,OK
latimer-county-ok,Latimer County,72981,OK
le-flore-county-ok,Le Flore County,123819,OK
lincoln-county-ok,Lincoln County,103611,OK
logan-county-ok,Logan County,179835,OK
love-county-ok,Love County,117471,OK
mcclain-county-ok,McClain County,187003,OK
mccurtain-county-ok,McCurtain County,85575,OK
mcintosh-county-ok,McIntosh County,86460,OK
major-county-ok,Major County,89222,OK
marshall-county-ok,Marshall County,92449,OK
mayes-county-ok,Mayes County,132253,OK
murray-county-ok,Murray County,97728,OK
muskogee-county-ok,Muskogee County,84496,OK
noble-county-ok,Noble County,89637,OK
nowata-county-ok,Nowata County,77874,OK
okfuskee-county-ok,Okfuskee County,72299,OK
oklahoma-county-ok,Oklahoma County,164280,OK
okmulgee-county-ok,Okmulgee County,69245,OK
osage-county-ok,Osage County,117270,OK
ottawa-county-ok,Ottawa County,77539,OK
pawnee-county-ok,Pawnee County,96399,OK
payne-county-ok,Payne County,158398,OK
pittsburg-county-ok,Pittsburg County,90282,OK
pontotoc-county-ok,Pontotoc County,105292,OK
pottawatomie-county-ok,Pottawatomie County,103474,OK
pushmataha-county-ok,Pushmataha County,128276,OK
roger-mills-county-ok,Roger Mills County,143173,OK
rogers-county-ok,Rogers County,194674,OK
seminole-county-ok,Seminole County,63454,OK
sequoyah-county-ok,Sequoyah County,93537,OK
stephens-county-ok,Stephens County,86632,OK
texas-county-ok,Texas County,104794,OK
tillman-county-ok,Tillman County,33844,OK
tulsa-county-ok,Tulsa County,167456,OK
wagoner-county-ok,Wagoner County,187570,OK
washington-county-ok,Washington County,110626,OK
washita-county-ok,Washita County,66233,OK
woods-county-ok,Woods County,79123,OK
woodward-county-ok,Woodward County,109061,OK
baker-county-or,Baker County,179644,OR
benton-county-or,Benton County,406700,OR
clackamas-county-or,Clackamas County,499068,OR
clatsop-county-or,Clatsop County,372569,OR
columbia-county-or,Columbia County,358552,OR
coos-county-or,Coos County,255527,OR
crook-county-or,Crook County,301583,OR
curry-county-or,Curry County,358817,OR
deschutes-county-or,Deschutes County,511238,OR
douglas-county-or,Douglas County,240596,OR
gilliam-county-or,Gilliam County,144023,OR
grant-county-or,Grant County,169575,OR
harney-county-or,Harney County,117614,OR
hood-river-county-or,Hood River County,492482,OR
jackson-county-or,Jackson County,365275,OR
jefferson-county-or,Jefferson County,251213,OR
josephine-county-or,Josephine County,340996,OR
klamath-county-or,Klamath County,214533,OR
lake-county-or,Lake County,109959,OR
lane-county-or,Lane County,365322,OR
lincoln-county-or,Lincoln County,345742,OR
linn-county-or,Linn County,315554,OR
malheur-county-or,Malheur County,162532,OR
marion-county-or,Marion County,335109,OR
morrow-county-or,Morrow County,183593,OR
multnomah-county-or,Multnomah County,476561,OR
polk-county-or,Polk County,368414,OR
sherman-county-or,Sherman County,135456,OR
tillamook-county-or,Tillamook County,352520,OR
umatilla-county-or,Umatilla County,226344,OR
union-county-or,Union County,210362,OR
wallowa-county-or,Wallowa County,302599,OR
wasco-county-or,Wasco County,265587,OR
washington-county-or,Washington County,481809,OR
wheeler-county-or,Wheeler County,183030,OR
yamhill-county-or,Yamhill County,409902,OR
adams-county-pa,Adams County,225788,PA
allegheny-county-pa,Allegheny County,192207,PA
armstrong-county-pa,Armstrong County,117747,PA
beaver-county-pa,Beaver County,155575,PA
bedford-county-pa,Bedford County,154069,PA
berks-county-pa,Berks County,212180,PA
blair-county-pa,Blair County,122035,PA
bradford-county-pa,Bradford County,147993,PA
bucks-county-pa,Bucks County,380727,PA
butler-county-pa,Butler County,279871,PA
cambria-county-pa,Cambria County,86258,PA
cameron-county-pa,Cameron County,64013,PA
carbon-county-pa,Carbon County,169260,PA
centre-county-pa,Centre County,268352,PA
chester-county-pa,Chester County,405903,PA
clarion-county-pa,Clarion County,101044,PA
clearfield-county-pa,Clearfield County,107170,PA
clinton-county-pa,Clinton County,150013,PA
columbia-county-pa,Columbia County,167409,PA
crawford-county-pa,Crawford County,112993,PA
cumberland-county-pa,Cumberland County,233758,PA
dauphin-county-pa,Dauphin County,191499,PA
delaware-county-pa,Delaware County,271373,PA
elk-county-pa,Elk County,90454,PA
erie-county-pa,Erie County,146089,PA
fayette-county-pa,Fayette County,119995,PA
forest-county-pa,Forest County,86839,PA
franklin-county-pa,Franklin County,201629,PA
fulton-county-pa,Fulton County,135093,PA
greene-county-pa,Greene County,127477,PA
huntingdon-county-pa,Huntingdon County,128041,PA
indiana-county-pa,Indiana County,133329,PA
jefferson-county-pa,Jefferson County,89174,PA
juniata-county-pa,Juniata County,171208,PA
lackawanna-county-pa,Lackawanna County,150490,PA
lancaster-county-pa,Lancaster County,265081,PA
lawrence-county-pa,Lawrence County,113917,PA
lebanon-county-pa,Lebanon County,210034,PA
lehigh-county-pa,Lehigh County,239705,PA
luzerne-county-pa,Luzerne County,131048,PA
lycoming-county-pa,Lycoming County,165602,PA
mckean-county-pa,McKean County,69511,PA
mercer-county-pa,Mercer County,137279,PA
mifflin-county-pa,Mifflin County,110349,PA
monroe-county-pa,Monroe County,207239,PA
montgomery-county-pa,Montgomery County,362531,PA
montour-county-pa,Montour County,197351,PA
northampton-county-pa,Northampton County,253470,PA
northumberland-county-pa,Northumberland County,117330,PA
perry-county-pa,Perry County,196536,PA
philadelphia-county-pa,Philadelphia County,209996,PA
pike-county-pa,Pike County,196816,PA
potter-county-pa,Potter County,90993,PA
schuylkill-county-pa,Schuylkill County,94158,PA
snyder-county-pa,Snyder County,180367,PA
somerset-county-pa,Somerset County,116358,PA
sullivan-county-pa,Sullivan County,155830,PA
susquehanna-county-pa,Susquehanna County,97666,PA
tioga-county-pa,Tioga County,161636,PA
union-county-pa,Union County,195549,PA
venango-county-pa,Venango County,89677,PA
warren-county-pa,Warren County,93918,PA
washington-county-pa,Washington County,184697,PA
wayne-county-pa,Wayne County,194443,PA
westmoreland-county-pa,Westmoreland County,183205,PA
wyoming-county-pa,Wyoming County,179198,PA
york-county-pa,York County,209697,PA
bristol-county-ri,Bristol County,417426,RI
kent-county-ri,Kent County,294393,RI
newport-county-ri,Newport County,506588,RI
providence-county-ri,Providence County,310335,RI
washington-county-ri,Washington County,449530,RI
abbeville-county-sc,Abbeville County,131374,SC
aiken-county-sc,Aiken County,173323,SC
allendale-county-sc,Allendale County,36493,SC
anderson-county-sc,Anderson County,192276,SC
bamberg-county-sc,Bamberg County,68762,SC
barnwell-county-sc,Barnwell County,104843,SC
beaufort-county-sc,Beaufort County,346460,SC
berkeley-county-sc,Berkeley County,243060,SC
calhoun-county-sc,Calhoun County,179560,SC
charleston-county-sc,Charleston County,380360,SC
cherokee-county-sc,Cherokee County,90822,SC
chester-county-sc,Chester County,89287,SC
chesterfield-county-sc,Chesterfield County,120417,SC
clarendon-county-sc,Clarendon County,121691,SC
colleton-county-sc,Colleton County,150795,SC
darlington-county-sc,Darlington County,94600,SC
dillon-county-sc,Dillon County,92668,SC
dorchester-county-sc,Dorchester County,253661,SC
edgefield-county-sc,Edgefield County,170209,SC
fairfield-county-sc,Fairfield County,97720,SC
florence-county-sc,Florence County,142246,SC
georgetown-county-sc,Georgetown County,283708,SC
greenville-county-sc,Greenville County,238821,SC
greenwood-county-sc,Greenwood County,117840,SC
hampton-county-sc,Hampton County,77845,SC
horry-county-sc,Horry County,211276,SC
jasper-county-sc,Jasper County,185291,SC
kershaw-county-sc,Kershaw County,146053,SC
lancaster-county-sc,Lancaster County,249744,SC
laurens-county-sc,Laurens County,116777,SC
lee-county-sc,Lee County,80193,SC
lexington-county-sc,Lexington County,190296,SC
mccormick-county-sc,McCormick County,210727,SC
marion-county-sc,Marion County,72518,SC
marlboro-county-sc,Marlboro County,59688,SC
newberry-county-sc,Newberry County,145750,SC
oconee-county-sc,Oconee County,188035,SC
orangeburg-county-sc,Orangeburg County,102196,SC
pickens-county-sc,Pickens County,195825,SC
richland-county-sc,Richland County,170760,SC
saluda-county-sc,Saluda County,117776,SC
spartanburg-county-sc,Spartanburg County,176164,SC
sumter-county-sc,Sumter County,136174,SC
union-county-sc,Union County,62351,SC
williamsburg-county-sc,Williamsburg County,75365,SC
york-county-sc,York County,281868,SC
aurora-county-sd,Aurora County,230530,SD
beadle-county-sd,Beadle County,230530,SD
bennett-county-sd,Bennett County,230530,SD
bon-homme-county-sd,Bon Homme County,123496,SD
brookings-county-sd,Brookings County,218198,SD
brown-county-sd,Brown County,177814,SD
brule-county-sd,Brule County,230530,SD
buffalo-county-sd,Buffalo County,230530,SD
butte-county-sd,Butte County,176238,SD
campbell-county-sd,Campbell County,230530,SD
charles-mix-county-sd,Charles Mix County,129578,SD
clark-county-sd,Clark County,230530,SD
clay-county-sd,Clay County,192107,SD
codington-county-sd,Codington County,212313,SD
corson-county-sd,Corson County,230530,SD
custer-county-sd,Custer County,255875,SD
davison-county-sd,Davison County,174195,SD
day-county-sd,Day County,125277,SD
deuel-county-sd,Deuel County,154583,SD
dewey-county-sd,Dewey County,230530,SD
douglas-county-sd,Douglas County,230530,SD
edmunds-county-sd,Edmunds County,171071,SD
fall-river-county-sd,Fall River County,155659,SD
faulk-county-sd,Faulk County,230530,SD
grant-county-sd,Grant County,230530,SD
gregory-county-sd,Gregory County,230530,SD
haakon-county-sd,Haakon County,230530,SD
hamlin-county-sd,Hamlin County,153454,SD
hand-county-sd,Hand County,230530,SD
hanson-county-sd,Hanson County,144635,SD
harding-county-sd,Harding County,230530,SD
hughes-county-sd,Hughes County,222484,SD
hutchinson-county-sd,Hutchinson County,97297,SD
hyde-county-sd,Hyde County,230530,SD
jackson-county-sd,Jackson County,230530,SD
jerauld-county-sd,Jerauld County,230530,SD
jones-county-sd,Jones County,230530,SD
kingsbury-county-sd,Kingsbury County,116702,SD
lake-county-sd,Lake County,183902,SD
lawrence-county-sd,Lawrence County,259279,SD
lincoln-county-sd,Lincoln County,276814,SD
lyman-county-sd,Lyman County,230530,SD
mccook-county-sd,McCook County,140885,SD
mcpherson-county-sd,McPherson County,230530,SD
marshall-county-sd,Marshall County,230530,SD
meade-county-sd,Meade County,242658,SD
mellette-county-sd,Mellette County,230530,SD
miner-county-sd,Miner County,230530,SD
minnehaha-county-sd,Minnehaha County,234637,SD
moody-county-sd,Moody County,181923,SD
pennington-county-sd,Pennington County,253826,SD
perkins-county-sd,Perkins County,230530,SD
potter-county-sd,Potter County,230530,SD
roberts-county-sd,Roberts County,155954,SD
sanborn-county-sd,Sanborn County,230530,SD
shannon-county-sd,Shannon County,230530,SD
spink-county-sd,Spink County,105193,SD
stanley-county-sd,Stanley County,225671,SD
sully-county-sd,Sully County,221815,SD
todd-county-sd,Todd County,230530,SD
tripp-county-sd,Tripp County,230530,SD
turner-county-sd,Turner County,172231,SD
union-county-sd,Union County,259314,SD
walworth-county-sd,Walworth County,230530,SD
yankton-county-sd,Yankton County,187395,SD
ziebach-county-sd,Ziebach County,230530,SD
anderson-county-tn,Anderson County,181831,TN
bedford-county-tn,Bedford County,196822,TN
benton-county-tn,Benton County,108527,TN
bledsoe-county-tn,Bledsoe County,120895,TN
blount-county-tn,Blount County,238230,TN
bradley-county-tn,Bradley County,199328,TN
campbell-county-tn,Campbell County,127213,TN
cannon-county-tn,Cannon County,167668,TN
carroll-county-tn,Carroll County,95977,TN
carter-county-tn,Carter County,167955,TN
cheatham-county-tn,Cheatham County,310812,TN
chester-county-tn,Chester County,132402,TN
claiborne-county-tn,Claiborne County,122228,TN
clay-county-tn,Clay County,106907,TN
cocke-county-tn,Cocke County,119480,TN
coffee-county-tn,Coffee County,169514,TN
crockett-county-tn,Crockett County,97627,TN
cumberland-county-tn,Cumberland County,187536,TN
davidson-county-tn,Davidson County,322165,TN
decatur-county-tn,Decatur County,102539,TN
dekalb-county-tn,DeKalb County,159094,TN
dickson-county-tn,Dickson County,217234,TN
dyer-county-tn,Dyer County,104854,TN
fayette-county-tn,Fayette County,257200,TN
fentress-county-tn,Fentress County,108838,TN
franklin-county-tn,Franklin County,175412,TN
gibson-county-tn,Gibson County,91591,TN
giles-county-tn,Giles County,136692,TN
grainger-county-tn,Grainger County,151475,TN
greene-county-tn,Greene County,137529,TN
grundy-county-tn,Grundy County,105117,TN
hamblen-county-tn,Hamblen County,153591,TN
hamilton-county-tn,Hamilton County,223163,TN
hancock-county-tn,Hancock County,89120,TN
hardeman-county-tn,Hardeman County,91112,TN
hardin-county-tn,Hardin County,129951,TN
hawkins-county-tn,Hawkins County,147533,TN
haywood-county-tn,Haywood County,95546,TN
henderson-county-tn,Henderson County,124044,TN
henry-county-tn,Henry County,125778,TN
hickman-county-tn,Hickman County,143492,TN
houston-county-tn,Houston County,126187,TN
humphreys-county-tn,Humphreys County,142120,TN
jackson-county-tn,Jackson County,120288,TN
jefferson-county-tn,Jefferson County,173524,TN
johnson-county-tn,Johnson County,121351,TN
knox-county-tn,Knox County,238390,TN
lake-county-tn,Lake County,59297,TN
lauderdale-county-tn,Lauderdale County,82722,TN
lawrence-county-tn,Lawrence County,127455,TN
lewis-county-tn,Lewis County,122883,TN
lincoln-county-tn,Lincoln County,145175,TN
loudon-county-tn,Loudon County,261847,TN
mcminn-county-tn,McMinn County,145272,TN
mcnairy-county-tn,McNairy County,99907,TN
macon-county-tn,Macon County,121741,TN
madison-county-tn,Madison County,143430,TN
marion-county-tn,Marion County,145080,TN
marshall-county-tn,Marshall County,202362,TN
maury-county-tn,Maury County,266360,TN
meigs-county-tn,Meigs County,189601,TN
monroe-county-tn,Monroe County,158859,TN
montgomery-county-tn,Montgomery County,214627,TN
moore-county-tn,Moore County,203021,TN
morgan-county-tn,Morgan County,121094,TN
obion-county-tn,Obion County,97535,TN
overton-county-tn,Overton County,136752,TN
perry-county-tn,Perry County,102508,TN
pickett-county-tn,Pickett County,142726,TN
polk-county-tn,Polk County,139060,TN
putnam-county-tn,Putnam County,195203,TN
rhea-county-tn,Rhea County,157696,TN
roane-county-tn,Roane County,178285,TN
robertson-county-tn,Robertson County,253484,TN
rutherford-county-tn,Rutherford County,282268,TN
scott-county-tn,Scott County,100560,TN
sequatchie-county-tn,Sequatchie County,147264,TN
sevier-county-tn,Sevier County,279531,TN
shelby-county-tn,Shelby County,170213,TN
smith-county-tn,Smith County,151486,TN
stewart-county-tn,Stewart County,148811,TN
sullivan-county-tn,Sullivan County,150924,TN
sumner-county-tn,Sumner County,297690,TN
tipton-county-tn,Tipton County,166522,TN
trousdale-county-tn,Trousdale County,153908,TN
unicoi-county-tn,Unicoi County,134442,TN
union-county-tn,Union County,163889,TN
van-buren-county-tn,Van Buren County,133954,TN
warren-county-tn,Warren County,141579,TN
washington-county-tn,Washington County,192685,TN
wayne-county-tn,Wayne County,107458,TN
weakley-county-tn,Weakley County,103042,TN
white-county-tn,White County,144316,TN
williamson-county-tn,Williamson County,545432,TN
wilson-county-tn,Wilson County,337082,TN
anderson-county-tx,Anderson County,113388,TX
andrews-county-tx,Andrews County,179934,TX
angelina-county-tx,Angelina County,128703,TX
aransas-county-tx,Aransas County,232107,TX
archer-county-tx,Archer County,140231,TX
armstrong-county-tx,Armstrong County,129282,TX
atascosa-county-tx,Atascosa County,163052,TX
austin-county-tx,Austin County,259509,TX
bailey-county-tx,Bailey County,86015,TX
bandera-county-tx,Bandera County,240789,TX
bastrop-county-tx,Bastrop County,238523,TX
baylor-county-tx,Baylor County,72910,TX
bee-county-tx,Bee County,125491,TX
bell-county-tx,Bell County,176261,TX
bexar-county-tx,Bexar County,211308,TX
blanco-county-tx,Blanco County,361587,TX
borden-county-tx,Borden County,228255,TX
bosque-county-tx,Bosque County,130286,TX
bowie-county-tx,Bowie County,126391,TX
brazoria-county-tx,Brazoria County,244956,TX
brazos-county-tx,Brazos County,231487,TX
brewster-county-tx,Brewster County,188069,TX
briscoe-county-tx,Briscoe County,228255,TX
brooks-county-tx,Brooks County,67518,TX
brown-county-tx,Brown County,118263,TX
burleson-county-tx,Burleson County,150482,TX
burnet-county-tx,Burnet County,278546,TX
caldwell-county-tx,Caldwell County,189146,TX
calhoun-county-tx,Calhoun County,149890,TX
callahan-county-tx,Callahan County,125878,TX
cameron-county-tx,Cameron County,119737,TX
camp-county-tx,Camp County,116101,TX
carson-county-tx,Carson County,110516,TX
cass-county-tx,Cass County,105319,TX
castro-county-tx,Castro County,89367,TX
chambers-county-tx,Chambers County,258419,TX
cherokee-county-tx,Cherokee County,128088,TX
childress-county-tx,Childress County,68680,TX
clay-county-tx,Clay County,108243,TX
cochran-county-tx,Cochran County,228255,TX
coke-county-tx,Coke County,228255,TX
coleman-county-tx,Coleman County,58923,TX
collin-county-tx,Collin County,371858,TX
collingsworth-county-tx,Collingsworth County,228255,TX
colorado-county-tx,Colorado County,156756,TX
comal-county-tx,Comal County,348332,TX
comanche-county-tx,Comanche County,103533,TX
concho-county-tx,Concho County,228255,TX
cooke-county-tx,Cooke County,193004,TX
coryell-county-tx,Coryell County,148311,TX
cottle-county-tx,Cottle County,228255,TX
crane-county-tx,Crane County,139688,TX
crockett-county-tx,Crockett County,228255,TX
crosby-county-tx,Crosby County,57099,TX
culberson-county-tx,Culberson County,228255,TX
dallam-county-tx,Dallam County,76872,TX
dallas-county-tx,Dallas County,242144,TX
dawson-county-tx,Dawson County,79586,TX
deaf-smith-county-tx,Deaf Smith County,102963,TX
delta-county-tx,Delta County,85263,TX
denton-county-tx,Denton County,341384,TX
dewitt-county-tx,DeWitt County,138513,TX
dickens-county-tx,Dickens County,228255,TX
dimmit-county-tx,Dimmit County,105676,TX
donley-county-tx,Donley County,89105,TX
duval-county-tx,Duval County,228255,TX
eastland-county-tx,Eastland County,86500,TX
ector-county-tx,Ector County,178951,TX
edwards-county-tx,Edwards County,228255,TX
ellis-county-tx,Ellis County,262769,TX
el-paso-county-tx,El Paso County,151751,TX
erath-county-tx,Erath County,174767,TX
falls-county-tx,Falls County,86726,TX
fannin-county-tx,Fannin County,141406,TX
fayette-county-tx,Fayette County,259649,TX
fisher-county-tx,Fisher County,111003,TX
floyd-county-tx,Floyd County,74525,TX
foard-county-tx,Foard County,228255,TX
fort-bend-county-tx,Fort Bend County,285802,TX
franklin-county-tx,Franklin County,185656,TX
freestone-county-tx,Freestone County,128220,TX
frio-county-tx,Frio County,90942,TX
gaines-county-tx,Gaines County,168078,TX
galveston-county-tx,Galveston County,249184,TX
garza-county-tx,Garza County,86985,TX
gillespie-county-tx,Gillespie County,369167,TX
glasscock-county-tx,Glasscock County,130728,TX
goliad-county-tx,Goliad County,220764,TX
gonzales-county-tx,Gonzales County,148747,TX
gray-county-tx,Gray County,64743,TX
grayson-county-tx,Grayson County,192568,TX
gregg-county-tx,Gregg County,155455,TX
grimes-county-tx,Grimes County,167115,TX
guadalupe-county-tx,Guadalupe County,256747,TX
hale-county-tx,Hale County,81428,TX
hall-county-tx,Hall County,50932,TX
hamilton-county-tx,Hamilton County,114042,TX
hansford-county-tx,Hansford County,96432,TX
hardeman-county-tx,Hardeman County,228255,TX
hardin-county-tx,Hardin County,182688,TX
harris-county-tx,Harris County,220051,TX
harrison-county-tx,Harrison County,139284,TX
hartley-county-tx,Hartley County,228255,TX
haskell-county-tx,Haskell County,59955,TX
hays-county-tx,Hays County,317537,TX
hemphill-county-tx,Hemphill County,228255,TX
henderson-county-tx,Henderson County,189209,TX
hidalgo-county-tx,Hidalgo County,131910,TX
hill-county-tx,Hill County,112340,TX
hockley-county-tx,Hockley County,120217,TX
hood-county-tx,Hood County,273372,TX
hopkins-county-tx,Hopkins County,131531,TX
houston-county-tx,Houston County,110944,TX
howard-county-tx,Howard County,130728,TX
hudspeth-county-tx,Hudspeth County,151751,TX
